ctryname,ctry,year,sex,pop,death,age
Puerto Rico,512,1980,f,125316,82,25
Puerto Rico,512,1980,f,122343,99,30
Puerto Rico,512,1980,f,102828,126,35
Puerto Rico,512,1980,f,87589,151,40
Puerto Rico,512,1980,f,76692,208,45
Puerto Rico,512,1980,f,68611,295,50
Puerto Rico,512,1980,f,62380,380,55
Puerto Rico,512,1980,f,54294,541,60
Puerto Rico,512,1980,f,48555,709,65
Puerto Rico,512,1980,f,33685,804,70
Puerto Rico,512,1980,f,23712,811,75
Puerto Rico,512,1980,f,13107,888,80
Puerto Rico,512,1980,f,13369,2035,85
Puerto Rico,512,1980,f,,,110
Puerto Rico,512,1980,m,173228,1035,0
Puerto Rico,512,1980,m,168162,68,5
Puerto Rico,512,1980,m,172494,94,10
Puerto Rico,512,1980,m,168399,199,15
Puerto Rico,512,1980,m,129243,257,20
Puerto Rico,512,1980,m,110820,240,25
Puerto Rico,512,1980,m,107419,240,30
Puerto Rico,512,1980,m,91456,261,35
Puerto Rico,512,1980,m,78063,328,40
Puerto Rico,512,1980,m,68328,439,45
Puerto Rico,512,1980,m,61175,573,50
Puerto Rico,512,1980,m,57158,729,55
Puerto Rico,512,1980,m,50641,923,60
Puerto Rico,512,1980,m,45989,1072,65
Puerto Rico,512,1980,m,31795,1115,70
Puerto Rico,512,1980,m,21669,1021,75
Puerto Rico,512,1980,m,11138,941,80
Puerto Rico,512,1980,m,9550,1619,85
Puerto Rico,512,1980,m,,,110
Puerto Rico,512,1990,f,148414,498,0
Puerto Rico,512,1990,f,155145,34,5
Puerto Rico,512,1990,f,166866,34,10
Puerto Rico,512,1990,f,161085,60,15
Puerto Rico,512,1990,f,146229,79,20
Puerto Rico,512,1990,f,141552,99,25
Puerto Rico,512,1990,f,135062,123,30
Puerto Rico,512,1990,f,126069,144,35
Puerto Rico,512,1990,f,120618,174,40
Puerto Rico,512,1990,f,102586,217,45
Puerto Rico,512,1990,f,85886,312,50
Puerto Rico,512,1990,f,75251,425,55
Puerto Rico,512,1990,f,66974,618,60
Puerto Rico,512,1990,f,60365,845,65
Puerto Rico,512,1990,f,46356,1093,70
Puerto Rico,512,1990,f,36303,1231,75
Puerto Rico,512,1990,f,22624,1268,80
Puerto Rico,512,1990,f,19010,2368,85
Puerto Rico,512,1990,f,,,110
Puerto Rico,512,1990,m,153759,657,0
Puerto Rico,512,1990,m,161328,40,5
Puerto Rico,512,1990,m,172707,61,10
Puerto Rico,512,1990,m,165632,182,15
Puerto Rico,512,1990,m,140998,269,20
Puerto Rico,512,1990,m,129010,326,25
Puerto Rico,512,1990,m,119225,378,30
Puerto Rico,512,1990,m,110440,425,35
Puerto Rico,512,1990,m,105352,448,40
Puerto Rico,512,1990,m,91398,497,45
Puerto Rico,512,1990,m,75988,611,50
Puerto Rico,512,1990,m,65701,788,55
Puerto Rico,512,1990,m,57878,1069,60
Puerto Rico,512,1990,m,52353,1329,65
Puerto Rico,512,1990,m,40323,1518,70
Puerto Rico,512,1990,m,31519,1536,75
Puerto Rico,512,1990,m,18376,1350,80
Puerto Rico,512,1990,m,13655,1903,85
Puerto Rico,512,1990,m,,,110
Puerto Rico,512,2000,f,144119,385,0
Puerto Rico,512,2000,f,148909,26,5
Puerto Rico,512,2000,f,149816,29,10
Puerto Rico,512,2000,f,154127,60,15
Puerto Rico,512,2000,f,151765,87,20
Puerto Rico,512,2000,f,138489,133,25
Puerto Rico,512,2000,f,136661,183,30
Puerto Rico,512,2000,f,140428,222,35
Puerto Rico,512,2000,f,134536,246,40
Puerto Rico,512,2000,f,125384,298,45
Puerto Rico,512,2000,f,123825,366,50
Puerto Rico,512,2000,f,101752,478,55
Puerto Rico,512,2000,f,86288,694,60
Puerto Rico,512,2000,f,73299,940,65
Puerto Rico,512,2000,f,59209,1245,70
Puerto Rico,512,2000,f,47082,1546,75
Puerto Rico,512,2000,f,30705,1762,80
Puerto Rico,512,2000,f,28639,3116,85
Puerto Rico,512,2000,f,,,110
Puerto Rico,512,2000,m,151287,493,0
Puerto Rico,512,2000,m,156253,34,5
Puerto Rico,512,2000,m,155984,52,10
Puerto Rico,512,2000,m,159309,268,15
Puerto Rico,512,2000,m,149426,401,20
Puerto Rico,512,2000,m,133018,448,25
Puerto Rico,512,2000,m,126164,582,30
Puerto Rico,512,2000,m,124421,663,35
Puerto Rico,512,2000,m,116278,702,40
Puerto Rico,512,2000,m,107736,728,45
Puerto Rico,512,2000,m,106091,802,50
Puerto Rico,512,2000,m,87131,905,55
Puerto Rico,512,2000,m,74276,1173,60
Puerto Rico,512,2000,m,60982,1409,65
Puerto Rico,512,2000,m,47461,1721,70
Puerto Rico,512,2000,m,35996,1854,75
Puerto Rico,512,2000,m,22697,1859,80
Puerto Rico,512,2000,m,19067,2440,85
Puerto Rico,512,2000,m,,,110
Guatemala,513,1964,f,370022,17208,0
Guatemala,513,1964,f,322661,2323,5
Guatemala,513,1964,f,261839,826,10
Guatemala,513,1964,f,219096,850,15
Guatemala,513,1964,f,176942,1016,20
Guatemala,513,1964,f,150845,959,25
Guatemala,513,1964,f,133503,931,30
Guatemala,513,1964,f,119751,907,35
Guatemala,513,1964,f,90285,816,40
Guatemala,513,1964,f,68447,752,45
Guatemala,513,1964,f,60268,870,50
Guatemala,513,1964,f,41348,842,55
Guatemala,513,1964,f,42083,1378,60
Guatemala,513,1964,f,23018,1080,65
Guatemala,513,1964,f,16171,1056,70
Guatemala,513,1964,f,9112,735,75
Guatemala,513,1964,f,5983,779,80
Guatemala,513,1964,f,4168,831,85
Guatemala,513,1964,f,,,110
Guatemala,513,1964,m,378632,18849,0
Guatemala,513,1964,m,335290,2302,5
Guatemala,513,1964,m,281215,960,10
Guatemala,513,1964,m,219253,921,15
Guatemala,513,1964,m,175044,922,20
Guatemala,513,1964,m,148040,882,25
Guatemala,513,1964,m,137234,1003,30
Guatemala,513,1964,m,120989,1031,35
Guatemala,513,1964,m,95763,960,40
Guatemala,513,1964,m,75027,1000,45
Guatemala,513,1964,m,59439,1030,50
Guatemala,513,1964,m,42756,956,55
Guatemala,513,1964,m,44839,1481,60
Guatemala,513,1964,m,24754,1143,65
Guatemala,513,1964,m,15798,1060,70
Guatemala,513,1964,m,9529,783,75
Guatemala,513,1964,m,5136,594,80
Guatemala,513,1964,m,3718,687,85
Guatemala,513,1964,m,,,110
Guatemala,513,1973,f,430806,17301,0
Guatemala,513,1973,f,382669,2403,5
Guatemala,513,1973,f,329722,860,10
Guatemala,513,1973,f,285590,839,15
Guatemala,513,1973,f,239281,938,20
Guatemala,513,1973,f,178339,871,25
Guatemala,513,1973,f,141369,865,30
Guatemala,513,1973,f,137312,940,35
Guatemala,513,1973,f,113387,851,40
Guatemala,513,1973,f,91113,737,45
Guatemala,513,1973,f,71672,844,50
Guatemala,513,1973,f,48110,869,55
Guatemala,513,1973,f,46375,1309,60
Guatemala,513,1973,f,28047,1094,65
Guatemala,513,1973,f,21913,1176,70
Guatemala,513,1973,f,11845,891,75
Guatemala,513,1973,f,7636,811,80
Guatemala,513,1973,f,5771,921,85
Guatemala,513,1973,f,,,110
Guatemala,513,1973,m,439571,18719,0
Guatemala,513,1973,m,395066,2378,5
Guatemala,513,1973,m,348438,970,10
Guatemala,513,1973,m,274689,880,15
Guatemala,513,1973,m,230991,972,20
Guatemala,513,1973,m,168921,896,25
Guatemala,513,1973,m,141113,963,30
Guatemala,513,1973,m,131001,1018,35
Guatemala,513,1973,m,116391,1070,40
Guatemala,513,1973,m,93389,1055,45
Guatemala,513,1973,m,75332,1086,50
Guatemala,513,1973,m,51555,1079,55
Guatemala,513,1973,m,48651,1378,60
Guatemala,513,1973,m,28192,1226,65
Guatemala,513,1973,m,22301,1262,70
Guatemala,513,1973,m,11911,939,75
Guatemala,513,1973,m,6744,696,80
Guatemala,513,1973,m,5008,735,85
Guatemala,513,1973,m,,,110
Guatemala,513,1981,f,522323,17560,0
Guatemala,513,1981,f,445236,1841,5
Guatemala,513,1981,f,370561,789,10
Guatemala,513,1981,f,335000,860,15
Guatemala,513,1981,f,286013,899,20
Guatemala,513,1981,f,222113,815,25
Guatemala,513,1981,f,175961,768,30
Guatemala,513,1981,f,153032,851,35
Guatemala,513,1981,f,121845,811,40
Guatemala,513,1981,f,103665,815,45
Guatemala,513,1981,f,91083,832,50
Guatemala,513,1981,f,62537,858,55
Guatemala,513,1981,f,54731,1119,60
Guatemala,513,1981,f,35032,1227,65
Guatemala,513,1981,f,25161,1321,70
Guatemala,513,1981,f,15640,1211,75
Guatemala,513,1981,f,10553,1015,80
Guatemala,513,1981,f,7915,1216,85
Guatemala,513,1981,f,,,110
Guatemala,513,1981,m,535207,19538,0
Guatemala,513,1981,m,456308,1848,5
Guatemala,513,1981,m,386093,870,10
Guatemala,513,1981,m,313602,961,15
Guatemala,513,1981,m,261727,1310,20
Guatemala,513,1981,m,205198,1263,25
Guatemala,513,1981,m,174668,1119,30
Guatemala,513,1981,m,145331,1143,35
Guatemala,513,1981,m,124140,1126,40
Guatemala,513,1981,m,102139,1217,45
Guatemala,513,1981,m,92094,1252,50
Guatemala,513,1981,m,64923,1247,55
Guatemala,513,1981,m,61090,1435,60
Guatemala,513,1981,m,35835,1379,65
Guatemala,513,1981,m,25260,1430,70
Guatemala,513,1981,m,15538,1314,75
Guatemala,513,1981,m,9952,924,80
Guatemala,513,1981,m,6721,966,85
Guatemala,513,1981,m,,,110
Guatemala,513,1994,f,645473,13594,0
Guatemala,513,1994,f,605245,1139,5
Guatemala,513,1994,f,551559,535,10
Guatemala,513,1994,f,467059,639,15
Guatemala,513,1994,f,376270,776,20
Guatemala,513,1994,f,293119,734,25
Guatemala,513,1994,f,266588,766,30
Guatemala,513,1994,f,231835,846,35
Guatemala,513,1994,f,190567,787,40
Guatemala,513,1994,f,146598,798,45
Guatemala,513,1994,f,118526,917,50
Guatemala,513,1994,f,89404,1053,55
Guatemala,513,1994,f,83866,1349,60
Guatemala,513,1994,f,61325,1339,65
Guatemala,513,1994,f,43988,1669,70
Guatemala,513,1994,f,26330,1528,75
Guatemala,513,1994,f,16918,1458,80
Guatemala,513,1994,f,13635,1694,85
Guatemala,513,1994,f,,,110
Guatemala,513,1994,m,666589,15656,0
Guatemala,513,1994,m,624183,1183,5
Guatemala,513,1994,m,573143,640,10
Guatemala,513,1994,m,442844,890,15
Guatemala,513,1994,m,331911,1331,20
Guatemala,513,1994,m,259481,1329,25
Guatemala,513,1994,m,244727,1333,30
Guatemala,513,1994,m,207715,1337,35
Guatemala,513,1994,m,178540,1196,40
Guatemala,513,1994,m,137409,1199,45
Guatemala,513,1994,m,112564,1386,50
Guatemala,513,1994,m,86280,1446,55
Guatemala,513,1994,m,82869,1756,60
Guatemala,513,1994,m,59749,1768,65
Guatemala,513,1994,m,43491,1927,70
Guatemala,513,1994,m,25520,1692,75
Guatemala,513,1994,m,14907,1358,80
Guatemala,513,1994,m,11647,1446,85
Guatemala,513,1994,m,,,110
