ctryname,ctry,year,sex,pop,death,age
Argentina ,501,1970,f,1212124,14676,0
Argentina ,501,1970,f,1147401,681,5
Argentina ,501,1970,f,1107290,513,10
Argentina ,501,1970,f,1061400,864,15
Argentina ,501,1970,f,966518,1001,20
Argentina ,501,1970,f,865165,1121,25
Argentina ,501,1970,f,807273,1375,30
Argentina ,501,1970,f,790712,1743,35
Argentina ,501,1970,f,772872,2061,40
Argentina ,501,1970,f,700343,2588,45
Argentina ,501,1970,f,613660,3465,50
Argentina ,501,1970,f,550142,4476,55
Argentina ,501,1970,f,462255,5657,60
Argentina ,501,1970,f,357013,6665,65
Argentina ,501,1970,f,255491,7683,70
Argentina ,501,1970,f,161152,8098,75
Argentina ,501,1970,f,85413,6880,80
Argentina ,501,1970,f,38111,7120,85
Argentina ,501,1970,f,,,110
Argentina ,501,1970,m,1248559,17507,0
Argentina ,501,1970,m,1181211,883,5
Argentina ,501,1970,m,1140616,778,10
Argentina ,501,1970,m,1091918,1197,15
Argentina ,501,1970,m,999721,3119,20
Argentina ,501,1970,m,886881,1669,25
Argentina ,501,1970,m,820518,1999,30
Argentina ,501,1970,m,801323,2742,35
Argentina ,501,1970,m,781016,3732,40
Argentina ,501,1970,m,705305,5053,45
Argentina ,501,1970,m,605328,7203,50
Argentina ,501,1970,m,533065,9575,55
Argentina ,501,1970,m,444010,11682,60
Argentina ,501,1970,m,338430,12187,65
Argentina ,501,1970,m,226716,11595,70
Argentina ,501,1970,m,136187,9952,75
Argentina ,501,1970,m,62817,6778,80
Argentina ,501,1970,m,21293,4919,85
Argentina ,501,1970,m,,,110
Argentina ,501,1980,f,1638989,15773,0
Argentina ,501,1980,f,1373092,652,5
Argentina ,501,1980,f,1211145,542,10
Argentina ,501,1980,f,1152476,945,15
Argentina ,501,1980,f,1121948,1155,20
Argentina ,501,1980,f,1078018,1302,25
Argentina ,501,1980,f,972846,1462,30
Argentina ,501,1980,f,862521,1822,35
Argentina ,501,1980,f,797252,2297,40
Argentina ,501,1980,f,773128,3062,45
Argentina ,501,1980,f,745457,3934,50
Argentina ,501,1980,f,662258,5009,55
Argentina ,501,1980,f,563194,6595,60
Argentina ,501,1980,f,481480,8548,65
Argentina ,501,1980,f,370749,10312,70
Argentina ,501,1980,f,247148,11478,75
Argentina ,501,1980,f,134861,12159,80
Argentina ,501,1980,f,66240,10116,85
Argentina ,501,1980,f,,,110
Argentina ,501,1980,m,1691423,19317,0
Argentina ,501,1980,m,1414350,865,5
Argentina ,501,1980,m,1245297,792,10
Argentina ,501,1980,m,1163689,1470,15
Argentina ,501,1980,m,1092460,2028,20
Argentina ,501,1980,m,1054073,2081,25
Argentina ,501,1980,m,955190,2262,30
Argentina ,501,1980,m,857324,3045,35
Argentina ,501,1980,m,784947,4383,40
Argentina ,501,1980,m,754938,6298,45
Argentina ,501,1980,m,722811,8298,50
Argentina ,501,1980,m,624381,10354,55
Argentina ,501,1980,m,502180,12981,60
Argentina ,501,1980,m,403016,15078,65
Argentina ,501,1980,m,293923,15165,70
Argentina ,501,1980,m,185401,13350,75
Argentina ,501,1980,m,88086,10779,80
Argentina ,501,1980,m,35159,6757,85
Argentina ,501,1980,m,,,110
Argentina ,501,1991,f,1680552,9714,0
Argentina ,501,1991,f,1620081,501,5
Argentina ,501,1991,f,1660183,439,10
Argentina ,501,1991,f,1438462,694,15
Argentina ,501,1991,f,1248785,825,20
Argentina ,501,1991,f,1177141,981,25
Argentina ,501,1991,f,1134725,1275,30
Argentina ,501,1991,f,1078642,1698,35
Argentina ,501,1991,f,976352,2141,40
Argentina ,501,1991,f,858104,2793,45
Argentina ,501,1991,f,776069,3902,50
Argentina ,501,1991,f,734916,5370,55
Argentina ,501,1991,f,694757,7059,60
Argentina ,501,1991,f,600687,8786,65
Argentina ,501,1991,f,475505,12396,70
Argentina ,501,1991,f,354463,15389,75
Argentina ,501,1991,f,216549,14271,80
Argentina ,501,1991,f,124983,17311,85
Argentina ,501,1991,f,,,110
Argentina ,501,1991,m,1737159,12468,0
Argentina ,501,1991,m,1671807,719,5
Argentina ,501,1991,m,1701575,697,10
Argentina ,501,1991,m,1467534,1289,15
Argentina ,501,1991,m,1268579,1619,20
Argentina ,501,1991,m,1180074,1638,25
Argentina ,501,1991,m,1097104,1965,30
Argentina ,501,1991,m,1043223,2636,35
Argentina ,501,1991,m,945715,3815,40
Argentina ,501,1991,m,833468,5466,45
Argentina ,501,1991,m,736367,8117,50
Argentina ,501,1991,m,673305,11050,55
Argentina ,501,1991,m,610969,13650,60
Argentina ,501,1991,m,492994,14911,65
Argentina ,501,1991,m,350727,17256,70
Argentina ,501,1991,m,231057,17057,75
Argentina ,501,1991,m,123355,12131,80
Argentina ,501,1991,m,59659,10225,85
Argentina ,501,1991,m,,,110
Argentina ,501,2001,f,1684113,5896,0
Argentina ,501,2001,f,1708613,384,5
Argentina ,501,2001,f,1671157,397,10
Argentina ,501,2001,f,1610837,661,15
Argentina ,501,2001,f,1648068,817,20
Argentina ,501,2001,f,1425315,908,25
Argentina ,501,2001,f,1235678,1083,30
Argentina ,501,2001,f,1162936,1431,35
Argentina ,501,2001,f,1117542,2114,40
Argentina ,501,2001,f,1055123,3007,45
Argentina ,501,2001,f,945303,4077,50
Argentina ,501,2001,f,818091,5140,55
Argentina ,501,2001,f,722960,6565,60
Argentina ,501,2001,f,660257,9330,65
Argentina ,501,2001,f,587726,13337,70
Argentina ,501,2001,f,455953,17056,75
Argentina ,501,2001,f,294873,19443,80
Argentina ,501,2001,f,220539,34203,85
Argentina ,501,2001,f,,,110
Argentina ,501,2001,m,1742919,7612,0
Argentina ,501,2001,m,1766102,527,5
Argentina ,501,2001,m,1725346,594,10
Argentina ,501,2001,m,1656502,1789,15
Argentina ,501,2001,m,1676961,2520,20
Argentina ,501,2001,m,1439600,2326,25
Argentina ,501,2001,m,1240291,2259,30
Argentina ,501,2001,m,1151183,2582,35
Argentina ,501,2001,m,1064170,3603,40
Argentina ,501,2001,m,1000667,5375,45
Argentina ,501,2001,m,888519,7650,50
Argentina ,501,2001,m,756550,9860,55
Argentina ,501,2001,m,633648,12705,60
Argentina ,501,2001,m,535958,16305,65
Argentina ,501,2001,m,434015,19876,70
Argentina ,501,2001,m,293485,20451,75
Argentina ,501,2001,m,155872,16165,80
Argentina ,501,2001,m,89424,18621,85
Argentina ,501,2001,m,,,110
Argentina ,501,2010,f,1659629,4540,0
Argentina ,501,2010,f,1612672,314,5
Argentina ,501,2010,f,1660512,431,10
Argentina ,501,2010,f,1682117,751,15
Argentina ,501,2010,f,1635694,846,20
Argentina ,501,2010,f,1577915,915,25
Argentina ,501,2010,f,1611784,1278,30
Argentina ,501,2010,f,1353498,1519,35
Argentina ,501,2010,f,1191149,1985,40
Argentina ,501,2010,f,1130301,2989,45
Argentina ,501,2010,f,1076491,4247,50
Argentina ,501,2010,f,997287,6044,55
Argentina ,501,2010,f,866871,8026,60
Argentina ,501,2010,f,724804,9966,65
Argentina ,501,2010,f,611093,13256,70
Argentina ,501,2010,f,510694,18654,75
Argentina ,501,2010,f,383435,25297,80
Argentina ,501,2010,f,339515,52146,85
Argentina ,501,2010,f,,,110
Argentina ,501,2010,m,1719784,5848,0
Argentina ,501,2010,m,1670208,422,5
Argentina ,501,2010,m,1716673,554,10
Argentina ,501,2010,m,1735094,1864,15
Argentina ,501,2010,m,1680399,2547,20
Argentina ,501,2010,m,1608580,2350,25
Argentina ,501,2010,m,1622573,2436,30
Argentina ,501,2010,m,1350330,2617,35
Argentina ,501,2010,m,1176492,3235,40
Argentina ,501,2010,m,1092182,4628,45
Argentina ,501,2010,m,991545,7153,50
Argentina ,501,2010,m,906989,10746,55
Argentina ,501,2010,m,760929,14211,60
Argentina ,501,2010,m,602522,17058,65
Argentina ,501,2010,m,454574,19380,70
Argentina ,501,2010,m,327896,21691,75
Argentina ,501,2010,m,204040,21656,80
Argentina ,501,2010,m,123703,25885,85
Argentina ,501,2010,m,,,110
Brasil,502,1980,f,8117291,95195,0
Brasil,502,1980,f,7294060,3687,5
Brasil,502,1980,f,7096173,3070,10
Brasil,502,1980,f,6864004,4687,15
Brasil,502,1980,f,5840163,5449,20
Brasil,502,1980,f,4801995,5852,25
Brasil,502,1980,f,3886121,6542,30
Brasil,502,1980,f,3227348,8050,35
Brasil,502,1980,f,2870432,9662,40
Brasil,502,1980,f,2352499,10898,45
Brasil,502,1980,f,2074512,13135,50
Brasil,502,1980,f,1582208,14682,55
Brasil,502,1980,f,1254246,17464,60
Brasil,502,1980,f,1048485,21852,65
Brasil,502,1980,f,695171,25836,70
Brasil,502,1980,f,455764,27616,75
Brasil,502,1980,f,207623,20617,80
Brasil,502,1980,f,136047,21626,85
Brasil,502,1980,f,,,110
Brasil,502,1980,m,8310609,118973,0
Brasil,502,1980,m,7477597,5057,5
Brasil,502,1980,m,7156264,4643,10
Brasil,502,1980,m,6705288,9121,15
Brasil,502,1980,m,5677012,12707,20
Brasil,502,1980,m,4647386,12788,25
Brasil,502,1980,m,3803898,12762,30
Brasil,502,1980,m,3128183,14237,35
Brasil,502,1980,m,2854993,17163,40
Brasil,502,1980,m,2301635,19461,45
Brasil,502,1980,m,2035358,23016,50
Brasil,502,1980,m,1564644,25038,55
Brasil,502,1980,m,1183788,26922,60
Brasil,502,1980,m,984159,31091,65
Brasil,502,1980,m,633195,32449,70
Brasil,502,1980,m,381348,29075,75
Brasil,502,1980,m,154885,18528,80
Brasil,502,1980,m,81357,14206,85
Brasil,502,1980,m,,,110
Brasil,502,1991,f,8138762,44529,0
Brasil,502,1991,f,8584974,2740,5
Brasil,502,1991,f,8453848,2636,10
Brasil,502,1991,f,7514864,4131,15
Brasil,502,1991,f,6837902,5036,20
Brasil,502,1991,f,6458223,5999,25
Brasil,502,1991,f,5658516,6996,30
Brasil,502,1991,f,4868594,8654,35
Brasil,502,1991,f,3990706,10462,40
Brasil,502,1991,f,3165908,11968,45
Brasil,502,1991,f,2638504,15405,50
Brasil,502,1991,f,2240915,18159,55
Brasil,502,1991,f,1927807,23755,60
Brasil,502,1991,f,1469428,27197,65
Brasil,502,1991,f,1015409,30789,70
Brasil,502,1991,f,707099,35139,75
Brasil,502,1991,f,392717,32431,80
Brasil,502,1991,f,258452,37718,85
Brasil,502,1991,f,,,110
Brasil,502,1991,m,8392538,57091,0
Brasil,502,1991,m,8837767,3883,5
Brasil,502,1991,m,8594628,4339,10
Brasil,502,1991,m,7496769,11934,15
Brasil,502,1991,m,6719588,17632,20
Brasil,502,1991,m,6170073,19141,25
Brasil,502,1991,m,5402043,20000,30
Brasil,502,1991,m,4592612,20816,35
Brasil,502,1991,m,3853532,21813,40
Brasil,502,1991,m,2986052,22860,45
Brasil,502,1991,m,2526513,27188,50
Brasil,502,1991,m,2008165,31092,55
Brasil,502,1991,m,1708212,36655,60
Brasil,502,1991,m,1305747,39375,65
Brasil,502,1991,m,866990,39451,70
Brasil,502,1991,m,566403,38575,75
Brasil,502,1991,m,288302,30421,80
Brasil,502,1991,m,154075,25625,85
Brasil,502,1991,m,,,110
Brasil,502,2000,f,8055034,34666,0
Brasil,502,2000,f,8156231,2150,5
Brasil,502,2000,f,8569677,2472,10
Brasil,502,2000,f,8921298,4331,15
Brasil,502,2000,f,8095085,5113,20
Brasil,502,2000,f,7032828,5706,25
Brasil,502,2000,f,6664403,7345,30
Brasil,502,2000,f,6304672,9924,35
Brasil,502,2000,f,5434140,12982,40
Brasil,502,2000,f,4510356,15956,45
Brasil,502,2000,f,3647208,19200,50
Brasil,502,2000,f,2867239,21894,55
Brasil,502,2000,f,2455895,29045,60
Brasil,502,2000,f,1947990,34128,65
Brasil,502,2000,f,1527977,41434,70
Brasil,502,2000,f,998714,42645,75
Brasil,502,2000,f,598625,42396,80
Brasil,502,2000,f,458778,60562,85
Brasil,502,2000,f,,,110
Brasil,502,2000,m,8331092,44219,0
Brasil,502,2000,m,8419736,3212,5
Brasil,502,2000,m,8783111,3821,10
Brasil,502,2000,m,9027782,14928,15
Brasil,502,2000,m,8048548,21509,20
Brasil,502,2000,m,6814230,19696,25
Brasil,502,2000,m,6364465,20809,30
Brasil,502,2000,m,5956011,23652,35
Brasil,502,2000,m,5112908,26868,40
Brasil,502,2000,m,4215798,29921,45
Brasil,502,2000,m,3405927,33081,50
Brasil,502,2000,m,2593950,36190,55
Brasil,502,2000,m,2155737,42983,60
Brasil,502,2000,m,1631352,47509,65
Brasil,502,2000,m,1246359,51890,70
Brasil,502,2000,m,786412,48275,75
Brasil,502,2000,m,425579,38448,80
Brasil,502,2000,m,278714,41283,85
Brasil,502,2000,m,,,110
Brasil,502,2010,f,7421790,20667,0
Brasil,502,2010,f,8423654,1753,5
Brasil,502,2010,f,8481938,2227,10
Brasil,502,2010,f,8108107,4000,15
Brasil,502,2010,f,8463974,5002,20
Brasil,502,2010,f,8767504,6248,25
Brasil,502,2010,f,8075973,7837,30
Brasil,502,2010,f,7206944,9442,35
Brasil,502,2010,f,6731297,13144,40
Brasil,502,2010,f,6429426,18597,45
Brasil,502,2010,f,5389423,23608,50
Brasil,502,2010,f,4421085,28508,55
Brasil,502,2010,f,3397444,33623,60
Brasil,502,2010,f,2535669,39468,65
Brasil,502,2010,f,2036303,49560,70
Brasil,502,2010,f,1394383,56131,75
Brasil,502,2010,f,955197,62535,80
Brasil,502,2010,f,757270,100093,85
Brasil,502,2010,f,,,110
Brasil,502,2010,m,7734659,26013,0
Brasil,502,2010,m,8761216,2407,5
Brasil,502,2010,m,8792106,3493,10
Brasil,502,2010,m,8346784,14949,15
Brasil,502,2010,m,8616871,22831,20
Brasil,502,2010,m,8809395,22518,25
Brasil,502,2010,m,7866040,22079,30
Brasil,502,2010,m,6853080,22646,35
Brasil,502,2010,m,6344771,27404,40
Brasil,502,2010,m,5987570,34251,45
Brasil,502,2010,m,4931486,41844,50
Brasil,502,2010,m,3965624,47703,55
Brasil,502,2010,m,2965894,51772,60
Brasil,502,2010,m,2130501,55614,65
Brasil,502,2010,m,1625546,62781,70
Brasil,502,2010,m,1046973,62407,75
Brasil,502,2010,m,670172,56666,80
Brasil,502,2010,m,482068,66965,85
Brasil,502,2010,m,,,110
Chile,503,1920,f,235140,28210,0
Chile,503,1920,f,249989,2112,5
Chile,503,1920,f,216452,1128,10
Chile,503,1920,f,204568,1734,15
Chile,503,1920,f,180053,2020,20
Chile,503,1920,f,164410,2020,25
Chile,503,1920,f,127205,1799,30
Chile,503,1920,f,117495,1894,35
Chile,503,1920,f,100240,1853,40
Chile,503,1920,f,68286,1471,45
Chile,503,1920,f,69337,1579,50
Chile,503,1920,f,37378,1145,55
Chile,503,1920,f,50247,1003,60
Chile,503,1920,f,19729,1243,65
Chile,503,1920,f,22387,1966,70
Chile,503,1920,f,8240,1103,75
Chile,503,1920,f,9961,1538,80
Chile,503,1920,f,6855,1879,85
Chile,503,1920,f,,,110
Chile,503,1920,m,238901,29246,0
Chile,503,1920,m,256659,1992,5
Chile,503,1920,m,225570,1099,10
Chile,503,1920,m,193618,1667,15
Chile,503,1920,m,173497,2143,20
Chile,503,1920,m,154504,2053,25
Chile,503,1920,m,124772,1843,30
Chile,503,1920,m,118293,2056,35
Chile,503,1920,m,102077,2128,40
Chile,503,1920,m,71406,1833,45
Chile,503,1920,m,65152,1830,50
Chile,503,1920,m,38858,1469,55
Chile,503,1920,m,43493,1992,60
Chile,503,1920,m,19143,1323,65
Chile,503,1920,m,19678,1883,70
Chile,503,1920,m,7809,1094,75
Chile,503,1920,m,7491,1266,80
Chile,503,1920,m,4906,1368,85
Chile,503,1920,m,,,110
Chile,503,1930,f,293702,24298,0
Chile,503,1930,f,265505,1174,5
Chile,503,1930,f,230834,920,10
Chile,503,1930,f,240319,1877,15
Chile,503,1930,f,211296,2121,20
Chile,503,1930,f,189575,2017,25
Chile,503,1930,f,143232,1645,30
Chile,503,1930,f,137106,1659,35
Chile,503,1930,f,107794,1396,40
Chile,503,1930,f,87714,1358,45
Chile,503,1930,f,75736,1252,50
Chile,503,1930,f,49545,1193,55
Chile,503,1930,f,52153,1598,60
Chile,503,1930,f,26865,1331,65
Chile,503,1930,f,24494,1584,70
Chile,503,1930,f,11348,1156,75
Chile,503,1930,f,10219,1405,80
Chile,503,1930,f,7299,1965,85
Chile,503,1930,f,,,110
Chile,503,1930,m,296218,27126,0
Chile,503,1930,m,269859,1264,5
Chile,503,1930,m,237661,832,10
Chile,503,1930,m,229000,1559,15
Chile,503,1930,m,205558,2008,20
Chile,503,1930,m,172169,1668,25
Chile,503,1930,m,145344,1538,30
Chile,503,1930,m,132304,1570,35
Chile,503,1930,m,109976,1654,40
Chile,503,1930,m,89793,1766,45
Chile,503,1930,m,73737,1642,50
Chile,503,1930,m,49384,1507,55
Chile,503,1930,m,44304,1804,60
Chile,503,1930,m,26185,1524,65
Chile,503,1930,m,19776,1524,70
Chile,503,1930,m,9697,1140,75
Chile,503,1930,m,6793,1036,80
Chile,503,1930,m,4951,1239,85
Chile,503,1930,m,,,110
Chile,503,1940,f,308336,24609,0
Chile,503,1940,f,312905,860,5
Chile,503,1940,f,302490,1055,10
Chile,503,1940,f,256482,1783,15
Chile,503,1940,f,238059,2227,20
Chile,503,1940,f,222506,2164,25
Chile,503,1940,f,174974,1679,30
Chile,503,1940,f,165587,1742,35
Chile,503,1940,f,131692,1474,40
Chile,503,1940,f,106840,1382,45
Chile,503,1940,f,87940,1433,50
Chile,503,1940,f,66408,1545,55
Chile,503,1940,f,62780,1934,60
Chile,503,1940,f,33784,1666,65
Chile,503,1940,f,28537,1844,70
Chile,503,1940,f,14166,1418,75
Chile,503,1940,f,11109,1407,80
Chile,503,1940,f,8230,1853,85
Chile,503,1940,f,,,110
Chile,503,1940,m,313667,26419,0
Chile,503,1940,m,321952,904,5
Chile,503,1940,m,306807,981,10
Chile,503,1940,m,256321,1620,15
Chile,503,1940,m,218871,2067,20
Chile,503,1940,m,204395,1893,25
Chile,503,1940,m,177431,1887,30
Chile,503,1940,m,155405,1744,35
Chile,503,1940,m,136983,1979,40
Chile,503,1940,m,109145,1961,45
Chile,503,1940,m,86081,1917,50
Chile,503,1940,m,68181,2126,55
Chile,503,1940,m,55443,2255,60
Chile,503,1940,m,32586,1910,65
Chile,503,1940,m,22562,1863,70
Chile,503,1940,m,11799,1259,75
Chile,503,1940,m,6958,1017,80
Chile,503,1940,m,5339,1221,85
Chile,503,1940,m,,,110
Chile,503,1952,f,387422,16084,0
Chile,503,1952,f,387096,727,5
Chile,503,1952,f,323012,574,10
Chile,503,1952,f,290913,864,15
Chile,503,1952,f,298744,1185,20
Chile,503,1952,f,234270,1085,25
Chile,503,1952,f,195026,1067,30
Chile,503,1952,f,197132,1178,35
Chile,503,1952,f,158806,1141,40
Chile,503,1952,f,133116,1207,45
Chile,503,1952,f,116250,1389,50
Chile,503,1952,f,81587,1436,55
Chile,503,1952,f,78234,1776,60
Chile,503,1952,f,48503,1834,65
Chile,503,1952,f,37507,2097,70
Chile,503,1952,f,19475,1726,75
Chile,503,1952,f,14198,1497,80
Chile,503,1952,f,10818,1909,85
Chile,503,1952,f,,,110
Chile,503,1952,m,391717,17925,0
Chile,503,1952,m,391881,843,5
Chile,503,1952,m,327460,618,10
Chile,503,1952,m,280970,913,15
Chile,503,1952,m,274266,1241,20
Chile,503,1952,m,212215,1078,25
Chile,503,1952,m,184985,1182,30
Chile,503,1952,m,178592,1331,35
Chile,503,1952,m,163224,1553,40
Chile,503,1952,m,127157,1590,45
Chile,503,1952,m,114318,1876,50
Chile,503,1952,m,78935,1983,55
Chile,503,1952,m,68718,2350,60
Chile,503,1952,m,44294,2281,65
Chile,503,1952,m,30729,2265,70
Chile,503,1952,m,15390,1563,75
Chile,503,1952,m,8884,1185,80
Chile,503,1952,m,6125,1068,85
Chile,503,1952,m,,,110
Chile,503,1960,f,549924,19858,0
Chile,503,1960,f,489047,724,5
Chile,503,1960,f,415428,441,10
Chile,503,1960,f,370253,616,15
Chile,503,1960,f,310762,732,20
Chile,503,1960,f,275172,830,25
Chile,503,1960,f,260273,1014,30
Chile,503,1960,f,215448,1021,35
Chile,503,1960,f,185401,1051,40
Chile,503,1960,f,167091,1267,45
Chile,503,1960,f,141015,1424,50
Chile,503,1960,f,109013,1699,55
Chile,503,1960,f,96713,2074,60
Chile,503,1960,f,67605,2170,65
Chile,503,1960,f,46423,2476,70
Chile,503,1960,f,28965,2359,75
Chile,503,1960,f,18685,1906,80
Chile,503,1960,f,14090,2190,85
Chile,503,1960,f,,,110
Chile,503,1960,m,554796,23055,0
Chile,503,1960,m,492442,956,5
Chile,503,1960,m,420881,560,10
Chile,503,1960,m,354554,722,15
Chile,503,1960,m,287637,1029,20
Chile,503,1960,m,251833,1127,25
Chile,503,1960,m,246879,1318,30
Chile,503,1960,m,199965,1411,35
Chile,503,1960,m,178478,1574,40
Chile,503,1960,m,157143,1999,45
Chile,503,1960,m,137561,2135,50
Chile,503,1960,m,103319,2422,55
Chile,503,1960,m,86342,2742,60
Chile,503,1960,m,60615,2692,65
Chile,503,1960,m,38032,2699,70
Chile,503,1960,m,22740,2238,75
Chile,503,1960,m,12116,1509,80
Chile,503,1960,m,7474,1241,85
Chile,503,1960,m,,,110
Chile,503,1970,f,555601,11056,0
Chile,503,1970,f,619796,488,5
Chile,503,1970,f,554819,362,10
Chile,503,1970,f,466736,492,15
Chile,503,1970,f,398383,551,20
Chile,503,1970,f,324130,586,25
Chile,503,1970,f,267312,687,30
Chile,503,1970,f,267078,832,35
Chile,503,1970,f,232778,1000,40
Chile,503,1970,f,184593,1157,45
Chile,503,1970,f,163277,1413,50
Chile,503,1970,f,141449,1857,55
Chile,503,1970,f,117484,2393,60
Chile,503,1970,f,92256,2851,65
Chile,503,1970,f,64112,3127,70
Chile,503,1970,f,38684,2996,75
Chile,503,1970,f,25096,2766,80
Chile,503,1970,f,16571,3132,85
Chile,503,1970,f,,,110
Chile,503,1970,m,567233,13378,0
Chile,503,1970,m,624134,672,5
Chile,503,1970,m,559559,490,10
Chile,503,1970,m,446729,754,15
Chile,503,1970,m,370653,961,20
Chile,503,1970,m,301862,1036,25
Chile,503,1970,m,249409,1050,30
Chile,503,1970,m,247473,1340,35
Chile,503,1970,m,223014,1694,40
Chile,503,1970,m,172260,1907,45
Chile,503,1970,m,149338,2189,50
Chile,503,1970,m,127242,2746,55
Chile,503,1970,m,105715,3233,60
Chile,503,1970,m,79614,3538,65
Chile,503,1970,m,53660,3491,70
Chile,503,1970,m,31021,2975,75
Chile,503,1970,m,16805,2141,80
Chile,503,1970,m,8857,1745,85
Chile,503,1970,m,,,110
Chile,503,1982,f,593461,3435,0
Chile,503,1982,f,596095,198,5
Chile,503,1982,f,613882,236,10
Chile,503,1982,f,652552,300,15
Chile,503,1982,f,595598,348,20
Chile,503,1982,f,479199,434,25
Chile,503,1982,f,399344,433,30
Chile,503,1982,f,345189,543,35
Chile,503,1982,f,295423,689,40
Chile,503,1982,f,242703,926,45
Chile,503,1982,f,246594,1450,50
Chile,503,1982,f,185420,1571,55
Chile,503,1982,f,158988,2079,60
Chile,503,1982,f,134994,2728,65
Chile,503,1982,f,99625,3442,70
Chile,503,1982,f,65620,3871,75
Chile,503,1982,f,41961,3613,80
Chile,503,1982,f,27946,4227,85
Chile,503,1982,f,,,110
Chile,503,1982,m,612536,4166,0
Chile,503,1982,m,611321,315,5
Chile,503,1982,m,625818,375,10
Chile,503,1982,m,650336,642,15
Chile,503,1982,m,573439,946,20
Chile,503,1982,m,452697,1041,25
Chile,503,1982,m,379660,938,30
Chile,503,1982,m,325923,1154,35
Chile,503,1982,m,281269,1393,40
Chile,503,1982,m,223679,1739,45
Chile,503,1982,m,226382,2556,50
Chile,503,1982,m,166328,2775,55
Chile,503,1982,m,136383,3239,60
Chile,503,1982,m,113267,3954,65
Chile,503,1982,m,81507,4338,70
Chile,503,1982,m,49380,3893,75
Chile,503,1982,m,27574,3133,80
Chile,503,1982,m,15113,2484,85
Chile,503,1982,m,,,110
Chile,503,1992,f,706989,2229,0
Chile,503,1992,f,613710,147,5
Chile,503,1992,f,600163,128,10
Chile,503,1992,f,603624,233,15
Chile,503,1992,f,609468,284,20
Chile,503,1992,f,624853,334,25
Chile,503,1992,f,569169,365,30
Chile,503,1992,f,473520,519,35
Chile,503,1992,f,389515,666,40
Chile,503,1992,f,332491,882,45
Chile,503,1992,f,279783,1190,50
Chile,503,1992,f,232639,1552,55
Chile,503,1992,f,228815,2379,60
Chile,503,1992,f,163923,2931,65
Chile,503,1992,f,127889,3696,70
Chile,503,1992,f,96290,4714,75
Chile,503,1992,f,63437,4920,80
Chile,503,1992,f,42703,6637,85
Chile,503,1992,f,,,110
Chile,503,1992,m,738950,2834,0
Chile,503,1992,m,632940,186,5
Chile,503,1992,m,619612,227,10
Chile,503,1992,m,617791,541,15
Chile,503,1992,m,599253,931,20
Chile,503,1992,m,601878,1021,25
Chile,503,1992,m,547158,1086,30
Chile,503,1992,m,447402,1074,35
Chile,503,1992,m,368277,1227,40
Chile,503,1992,m,313247,1509,45
Chile,503,1992,m,258566,1883,50
Chile,503,1992,m,208628,2427,55
Chile,503,1992,m,197929,3770,60
Chile,503,1992,m,138006,4009,65
Chile,503,1992,m,99274,4637,70
Chile,503,1992,m,67938,4963,75
Chile,503,1992,m,39182,4214,80
Chile,503,1992,m,19694,3727,85
Chile,503,1992,m,,,110
Chile,503,2002,f,565077,1044,0
Chile,503,2002,f,645924,109,5
Chile,503,2002,f,697088,125,10
Chile,503,2002,f,628376,170,15
Chile,503,2002,f,595996,213,20
Chile,503,2002,f,599185,250,25
Chile,503,2002,f,605707,288,30
Chile,503,2002,f,629043,466,35
Chile,503,2002,f,578830,712,40
Chile,503,2002,f,462910,985,45
Chile,503,2002,f,389603,1290,50
Chile,503,2002,f,311572,1707,55
Chile,503,2002,f,264405,2250,60
Chile,503,2002,f,215079,2914,65
Chile,503,2002,f,194210,4390,70
Chile,503,2002,f,125842,4823,75
Chile,503,2002,f,84424,5241,80
Chile,503,2002,f,75316,9732,85
Chile,503,2002,f,,,110
Chile,503,2002,m,585999,1369,0
Chile,503,2002,m,670674,146,5
Chile,503,2002,m,725364,232,10
Chile,503,2002,m,651713,484,15
Chile,503,2002,m,605430,783,20
Chile,503,2002,m,593539,881,25
Chile,503,2002,m,594484,962,30
Chile,503,2002,m,605957,1231,35
Chile,503,2002,m,552928,1535,40
Chile,503,2002,m,441756,1803,45
Chile,503,2002,m,369400,2199,50
Chile,503,2002,m,292402,2927,55
Chile,503,2002,m,235497,3533,60
Chile,503,2002,m,184208,4406,65
Chile,503,2002,m,153908,5899,70
Chile,503,2002,m,93489,5440,75
Chile,503,2002,m,52730,4867,80
Chile,503,2002,m,38042,5644,85
Chile,503,2002,m,,,110
Chile,503,2012,f,598947,2040,0
Chile,503,2012,f,604851,164,5
Chile,503,2012,f,642809,182,10
Chile,503,2012,f,723136,454,15
Chile,503,2012,f,730094,488,20
Chile,503,2012,f,669733,518,25
Chile,503,2012,f,590252,642,30
Chile,503,2012,f,612869,896,35
Chile,503,2012,f,621239,1390,40
Chile,503,2012,f,637622,2146,45
Chile,503,2012,f,567711,2966,50
Chile,503,2012,f,449126,3754,55
Chile,503,2012,f,361601,5018,60
Chile,503,2012,f,297632,6378,65
Chile,503,2012,f,222545,7682,70
Chile,503,2012,f,174267,10798,75
Chile,503,2012,f,125155,13150,80
Chile,503,2012,f,71917,12558,85
Chile,503,2012,f,,,110
Chile,503,2012,m,621417,2590,0
Chile,503,2012,m,627319,214,5
Chile,503,2012,m,666123,290,10
Chile,503,2012,m,747970,1074,15
Chile,503,2012,m,751771,1708,20
Chile,503,2012,m,685219,1728,25
Chile,503,2012,m,597810,1690,30
Chile,503,2012,m,613926,2192,35
